,healthconf,healthPE,healthpred,healthseq
3256,3.236408149,18.0,90.0,108.0
3257,3.05004702,48.0,95.0,143.0
3258,2.777366356,43.0,140.0,97.0
3259,3.243125633,22.0,130.0,152.0
3260,3.358161983,33.0,140.0,107.0
3261,2.714102286,72.0,160.0,88.0
3262,2.643054199,62.0,100.0,162.0
3263,3.061379214,27.0,62.0,89.0
3264,1.162796134,94.0,189.0,95.0
3265,2.867171676,38.0,115.0,77.0
3266,3.172529206,90.0,35.0,125.0
3267,1.993462004,8.0,76.0,84.0
3268,2.772970016,87.0,143.0,56.0
3269,2.912152326,34.0,80.0,46.0
3270,3.098858869,7.0,80.0,73.0
3271,2.210790111,55.0,152.0,97.0
3272,2.481990108,10.0,115.0,105.0
3273,2.913228805,17.0,117.0,100.0
3274,2.881174949,6.0,93.0,99.0
3275,2.496843804,104.0,108.0,4.0
3276,2.885461878,27.0,112.0,85.0
3277,2.283001031,28.0,123.0,95.0
3278,2.502667914,30.0,90.0,60.0
3279,2.298497631,26.0,70.0,44.0
3280,2.697830765,34.0,50.0,84.0
3281,2.748070385,6.0,90.0,96.0
3282,3.000462511,3.0,102.0,99.0
3283,2.72546658,3.0,100.0,103.0
3284,2.889191804,32.0,105.0,73.0
3285,2.684783709,13.0,85.0,72.0
3286,2.778352865,16.0,90.0,106.0
3287,2.715401657,23.0,110.0,87.0
3288,2.898195168,47.0,99.0,146.0
3289,3.002301251,20.0,150.0,130.0
3290,2.283041721,126.0,120.0,-6.0
3291,2.773568613,139.0,0.0,139.0
3292,2.948329897,5.0,150.0,145.0
3293,2.804078053,69.0,130.0,61.0
3294,2.830616591,46.0,72.0,26.0
3295,2.904961028,62.0,50.0,112.0
3296,3.028406214,28.0,100.0,72.0
3297,3.070410608,85.0,9.0,94.0
3298,2.877469437,15.0,90.0,105.0
3299,2.693599899,32.0,110.0,78.0
3300,2.704323098,1.0,22.0,23.0
3301,2.870533131,17.0,26.0,9.0
3302,2.831433105,51.0,15.0,66.0
3303,2.615372721,20.0,75.0,95.0
3304,2.714264142,44.0,100.0,56.0
3305,2.695534939,101.0,70.0,171.0
3306,2.964737956,3.0,146.0,143.0
3307,3.058807599,37.0,120.0,157.0
3308,3.153945132,51.0,145.0,94.0
3309,3.297294108,35.0,110.0,75.0
3310,2.339707212,38.0,98.0,60.0
3311,2.927889902,29.0,72.0,43.0
3312,3.340968605,26.0,65.0,91.0
3313,2.489637587,61.0,99.0,38.0
3314,2.647473597,24.0,55.0,79.0
3315,2.90126275,66.0,97.0,31.0
3316,3.029940683,12.0,97.0,85.0
3317,2.463530816,9.0,90.0,99.0
3318,2.846258771,94.0,22.0,116.0
3319,2.890800872,33.0,28.0,61.0
3320,2.202467629,93.0,35.0,128.0
3321,2.490936053,87.0,49.0,136.0
3322,2.992681207,12.0,145.0,133.0
3323,2.639558919,21.0,122.0,143.0
3324,2.842372414,9.0,135.0,126.0
3325,2.784339283,69.0,29.0,98.0
3326,2.341371889,101.0,60.0,161.0
3327,2.323844853,71.0,34.0,105.0
3328,2.190530056,78.0,42.0,120.0
3329,2.483841055,11.0,110.0,121.0
3330,2.564643464,26.0,130.0,156.0
3331,2.763653791,20.0,143.0,123.0
3332,1.501508699,2.0,120.0,118.0
3333,2.128216327,28.0,115.0,143.0
3334,2.546921115,35.0,110.0,145.0
3335,2.664657932,9.0,130.0,121.0
3336,2.93126718,32.0,98.0,130.0
3337,2.726053422,43.0,125.0,168.0
3338,2.56893401,36.0,110.0,146.0
3339,2.801548485,33.0,100.0,133.0
3340,2.607035771,20.0,120.0,100.0
3341,2.388946759,7.0,98.0,105.0
3342,2.718624765,18.0,102.0,120.0
3343,2.497636357,1.0,111.0,112.0
3344,1.900311957,41.0,108.0,67.0
3345,2.133606861,68.0,23.0,91.0
3346,2.41820837,8.0,99.0,91.0
3347,2.71977946,16.0,82.0,98.0
3348,2.746771466,4.0,105.0,101.0
3349,2.568798376,4.0,97.0,93.0
3350,2.233110894,27.0,145.0,118.0
3351,1.892225477,72.0,33.0,105.0
3352,2.616519278,5.0,100.0,95.0
3353,2.378146701,4.0,85.0,89.0
3354,2.017685276,9.0,98.0,107.0
3355,2.180040148,7.0,45.0,38.0
3356,2.747324852,4.0,99.0,103.0
3357,2.442096173,67.0,45.0,112.0
3358,2.458161079,3.0,120.0,123.0
3359,2.397299533,12.0,132.0,120.0
3360,2.086218262,29.0,115.0,144.0
3361,2.91796016,37.0,140.0,103.0
3362,2.419684968,7.0,98.0,91.0
3363,2.800587746,41.0,82.0,123.0
3364,2.969665527,44.0,114.0,158.0
3365,2.684030038,35.0,160.0,125.0
3366,2.685150373,7.0,120.0,113.0
3367,2.702499729,5.0,110.0,105.0
3368,3.159040437,20.0,97.0,117.0
3369,2.583355487,29.0,110.0,81.0
3370,2.800572374,128.0,35.0,163.0
3371,2.804259802,7.0,144.0,137.0
3372,2.301709889,16.0,135.0,151.0
3373,2.83428729,24.0,145.0,169.0
3374,2.616512948,52.0,140.0,192.0
3375,2.436921296,48.0,200.0,152.0
3376,2.614704047,66.0,210.0,144.0
3377,2.649569589,1.0,139.0,140.0
3378,2.435283294,19.0,142.0,161.0
3379,3.040662073,38.0,157.0,119.0
3380,2.534033203,24.0,110.0,86.0
3381,2.910073061,4.0,90.0,94.0
3382,2.84858082,51.0,98.0,47.0
3383,2.818998662,8.0,66.0,74.0
3384,2.818998662,19.0,78.0,97.0
3385,2.818998662,7.0,112.0,105.0
3386,2.778818088,42.0,120.0,78.0
3387,2.565489366,10.0,90.0,100.0
3388,2.565489366,10.0,102.0,112.0
3389,2.835465947,30.0,108.0,138.0
3390,2.707283077,36.0,122.0,86.0
3391,2.712296549,39.0,97.0,136.0
3392,2.712296549,70.0,124.0,194.0
3393,2.712296549,52.0,200.0,148.0
3394,2.707175474,30.0,120.0,150.0
3395,3.504430248,0.0,149.0,149.0
3396,3.03280391,61.0,197.0,136.0
3397,2.932717104,64.0,45.0,109.0
3398,2.932717104,62.0,98.0,160.0
3399,2.932717104,33.0,145.0,112.0
3400,3.009301785,111.0,20.0,131.0
3401,3.916243521,18.0,130.0,112.0
3402,2.916756663,29.0,120.0,91.0
3403,3.336294245,2.0,100.0,98.0
3404,3.299276197,2.0,105.0,103.0
3405,3.422669842,14.0,110.0,124.0
3406,3.922413497,27.0,125.0,98.0
3407,3.040150309,6.0,101.0,95.0
3408,2.95377426,24.0,110.0,86.0
3409,3.984110094,15.0,100.0,85.0
3410,4.002619118,13.0,95.0,82.0
3411,3.916243521,2.0,95.0,97.0
3412,3.638608157,31.0,105.0,74.0
3413,3.145034478,4.0,90.0,94.0
3414,2.892077663,84.0,100.0,16.0
3415,2.21341329,72.0,70.0,142.0
3416,2.090020096,34.0,123.0,157.0
3417,2.182565218,66.0,144.0,78.0
3418,1.405186199,24.0,99.0,123.0
3419,2.565084751,7.0,105.0,98.0
3420,2.49721863,14.0,110.0,96.0
3421,3.114185954,24.0,100.0,124.0
3422,2.96611376,33.0,130.0,97.0
3423,2.855060067,25.0,111.0,86.0
3424,1.978965951,45.0,99.0,54.0
3425,1.621124966,0.0,111.0,111.0
3426,2.077680596,26.0,123.0,97.0
3427,2.879738163,82.0,104.0,22.0
3428,2.170225718,10.0,34.0,44.0
3429,1.991305451,32.0,56.0,88.0
3430,2.781023518,31.0,77.0,108.0
3431,2.102359145,7.0,99.0,106.0
3432,2.262770839,21.0,125.0,104.0
3433,3.052489357,44.0,79.0,123.0
3434,2.090020096,3.0,144.0,141.0
3435,2.250431339,32.0,155.0,123.0
3436,2.176395694,10.0,123.0,113.0
3437,3.089507406,41.0,115.0,74.0
3438,2.21341329,31.0,99.0,68.0
3439,3.243749124,27.0,99.0,72.0
3440,2.947605188,24.0,99.0,75.0
3441,3.138864502,16.0,87.0,71.0
3442,3.040150309,29.0,89.0,60.0
3443,2.922926188,4.0,76.0,72.0
3444,2.929095712,30.0,77.0,107.0
3445,2.941435212,41.0,122.0,81.0
3446,2.910586687,39.0,111.0,150.0
3447,3.058658881,6.0,155.0,161.0
3448,2.96611376,70.0,144.0,74.0
3449,2.830381066,7.0,88.0,95.0
3450,2.97845326,25.0,99.0,124.0
3451,2.929095712,51.0,123.0,72.0
3452,2.97845326,54.0,99.0,153.0
3453,2.916756663,51.0,144.0,93.0
3454,3.064828405,27.0,121.0,94.0
3455,2.996962284,64.0,111.0,47.0
3456,2.959944236,27.0,76.0,103.0
3457,2.299789339,5.0,74.0,79.0
3458,2.984622784,39.0,88.0,127.0
3459,3.126525454,9.0,98.0,89.0
3460,2.990792308,80.0,100.0,20.0
3461,3.070998381,58.0,66.0,124.0
3462,2.614442299,36.0,111.0,147.0
3463,2.762514945,42.0,156.0,114.0
3464,2.984622784,0.0,127.0,127.0
3465,3.033980333,16.0,101.0,85.0
3466,2.972283284,37.0,99.0,136.0
3467,2.830381066,9.0,143.0,152.0
3468,3.009301785,37.0,137.0,100.0
3469,2.879738163,20.0,143.0,123.0
3470,3.052489357,14.0,112.0,98.0
3471,2.972283284,10.0,87.0,97.0
3472,2.478709606,17.0,99.0,116.0
3473,3.052489357,38.0,120.0,82.0
3474,3.021640833,9.0,97.0,88.0
3475,2.614442299,35.0,86.0,121.0
3476,2.898247187,22.0,125.0,103.0
3477,2.509557678,50.0,111.0,161.0
3478,2.441691557,29.0,155.0,126.0
3479,3.033980333,6.0,130.0,136.0
3480,2.97845326,40.0,141.0,101.0
3481,3.052489357,48.0,122.0,74.0
3482,3.182052527,48.0,76.0,124.0
3483,2.528066702,55.0,132.0,77.0
3484,3.101846906,6.0,99.0,105.0
3485,2.744005469,20.0,111.0,91.0
3486,2.97845326,20.0,100.0,80.0
3487,3.003131809,21.0,99.0,78.0
3488,2.768684018,1.0,89.0,90.0
3489,2.447861081,46.0,99.0,53.0
3490,2.818041566,40.0,73.0,33.0
3491,2.879738163,0.0,67.0,67.0
3492,2.848890091,21.0,79.0,100.0
3493,2.929095712,8.0,111.0,119.0
3494,2.848890091,84.0,124.0,40.0
3495,2.873568639,14.0,66.0,52.0
3496,3.040150309,6.0,78.0,72.0
3497,2.861229139,32.0,98.0,66.0
3498,2.842720115,13.0,78.0,65.0
3499,2.996962284,20.0,99.0,79.0
3500,3.120355478,56.0,123.0,67.0
3501,2.700817897,24.0,77.0,101.0
3502,2.688478396,2.0,121.0,119.0
3503,2.682308872,5.0,133.0,138.0
3504,2.657629872,17.0,144.0,127.0
3505,2.787193042,27.0,139.0,112.0
3506,2.842720115,6.0,133.0,139.0
3507,2.873568639,15.0,144.0,129.0
3508,2.669969824,58.0,137.0,79.0
3509,3.064828405,22.0,98.0,76.0
3510,2.731666421,16.0,99.0,115.0
3511,2.632951324,65.0,126.0,61.0
3512,2.867399115,62.0,76.0,14.0
3513,2.95377426,43.0,74.0,31.0
3514,2.466370105,17.0,50.0,67.0
3515,2.781023518,6.0,72.0,66.0
3516,2.848890091,10.0,71.0,81.0
3517,2.571254727,89.0,90.0,179.0
3518,2.750174993,16.0,166.0,150.0
3519,2.916756663,23.0,145.0,168.0
3520,2.774853994,5.0,155.0,150.0
3521,2.676138896,47.0,157.0,110.0
3522,3.206731075,63.0,99.0,162.0
3523,2.774853994,5.0,154.0,149.0
3524,2.608272775,1.0,139.0,138.0
3525,2.713156945,14.0,133.0,147.0
3526,2.540406202,21.0,150.0,129.0
3527,2.663799848,20.0,133.0,113.0
3528,2.688478396,18.0,122.0,104.0
3529,2.842720115,59.0,123.0,64.0
3530,2.713156945,30.0,77.0,107.0
3531,2.503388154,44.0,124.0,80.0
3532,2.737835945,16.0,99.0,83.0
3533,2.842720115,14.0,89.0,75.0
3534,2.892077663,30.0,90.0,120.0
3535,2.97845326,72.0,101.0,29.0
3536,2.799532542,18.0,44.0,26.0
3537,2.972283284,40.0,44.0,4.0
3538,2.959944236,95.0,10.0,105.0
3539,2.669969824,2.0,111.0,113.0
3540,2.916756663,42.0,115.0,157.0
3541,3.08333743,11.0,143.0,154.0
3542,2.811872042,64.0,142.0,78.0
3543,2.805702066,19.0,99.0,118.0
3544,3.151204003,6.0,121.0,115.0
3545,2.688478396,82.0,127.0,45.0
3546,2.805702066,112.0,76.0,188.0
3547,2.750174993,120.0,179.0,59.0
3548,2.731666421,6.0,76.0,70.0
3549,2.719326921,17.0,88.0,105.0
3550,2.645290824,38.0,90.0,128.0
3551,2.441691557,79.0,144.0,65.0
3552,2.608272775,47.0,89.0,42.0
3553,2.614442299,82.0,59.0,141.0
3554,2.571254727,7.0,150.0,143.0
3555,2.663799848,21.0,141.0,162.0
3556,2.417012557,10.0,159.0,169.0
3557,2.855060067,55.0,171.0,116.0
3558,2.731666421,4.0,120.0,124.0
3559,2.35531596,79.0,132.0,53.0
3560,2.916756663,12.0,76.0,88.0
3561,2.6391213,17.0,99.0,116.0
3562,2.750174993,55.0,125.0,70.0
3563,2.515727654,7.0,79.0,86.0
3564,2.731666421,16.0,99.0,115.0
3565,2.410843033,20.0,123.0,143.0
3566,2.910586687,2.0,150.0,148.0
3567,2.830381066,24.0,144.0,168.0
3568,2.947605188,51.0,172.0,121.0
3569,2.737835945,16.0,134.0,150.0
3570,3.182052527,50.0,125.0,75.0
3571,2.762514945,61.0,88.0,149.0
3572,2.96611376,42.0,120.0,78.0
3573,2.694647921,29.0,145.0,116.0
3574,2.929095712,64.0,130.0,66.0
3575,2.818041566,14.0,77.0,63.0
3576,2.688478396,26.0,79.0,53.0
3577,3.08333743,38.0,71.0,33.0
3578,2.972283284,9.0,74.0,83.0
3579,2.97845326,38.0,99.0,137.0
3580,2.793363018,69.0,125.0,56.0
3581,3.033980333,33.0,77.0,44.0
3582,2.996962284,66.0,67.0,133.0
3583,3.225240551,32.0,121.0,153.0
3584,2.867399115,126.0,145.0,19.0
3585,2.990792308,52.0,66.0,118.0
3586,3.077167906,5.0,121.0,126.0
3587,3.070998381,15.0,126.0,111.0
3588,2.916756663,22.0,111.0,89.0
3589,2.990792308,3.0,89.0,86.0
3590,2.97845326,73.0,86.0,159.0
3591,3.003131809,46.0,159.0,113.0
3592,2.935265236,67.0,113.0,46.0
3593,2.787193042,52.0,50.0,102.0
3594,2.916756663,62.0,111.0,49.0
3595,2.959944236,19.0,67.0,86.0
3596,2.96611376,25.0,99.0,124.0
3597,3.058658881,40.0,136.0,96.0
3598,2.682308872,9.0,100.0,91.0
3599,2.935265236,55.0,111.0,166.0
3600,,13.0,105.0,118.0
3601,2.04,21.0,105.0,126.0
3602,1.986666667,40.0,110.0,70.0
3603,2.029333333,7.0,108.0,115.0
3604,1.965333333,2.0,110.0,108.0
3605,2.050666667,21.0,115.0,136.0
3606,2.018666667,33.0,125.0,92.0
3607,1.986666667,50.0,125.0,75.0
3608,1.976,11.0,125.0,114.0
3609,1.976,60.0,123.0,63.0
3610,2.061333333,38.0,100.0,62.0
3611,2.050666667,44.0,99.0,55.0
3612,2.061333333,9.0,80.0,89.0
3613,2.008,3.0,88.0,91.0
3614,2.029333333,15.0,91.0,106.0
3615,1.858666667,10.0,100.0,90.0
3616,1.912,39.0,75.0,114.0
3617,1.954666667,6.0,97.0,91.0
3618,2.008,33.0,101.0,68.0
3619,2.008,2.0,87.0,85.0
3620,2.008,14.0,98.0,84.0
3621,2.242666667,40.0,98.0,58.0
3622,1.101333333,2.0,98.0,96.0
3623,1.442666667,21.0,76.0,97.0
3624,1.410666667,104.0,83.0,187.0
3625,1.752,68.0,76.0,144.0
3626,1.741333333,93.0,160.0,67.0
3627,1.581333333,85.0,200.0,115.0
3628,1.453333333,125.0,150.0,25.0
3629,1.346666667,4.0,67.0,71.0
3630,1.570666667,72.0,84.0,156.0
3631,1.517333333,37.0,175.0,138.0
3632,1.432,2.0,163.0,165.0
3633,1.549333333,6.0,154.0,160.0
3634,1.570666667,21.0,147.0,126.0
3635,1.528,32.0,123.0,91.0
3636,1.592,19.0,132.0,113.0
3637,1.528,4.0,143.0,139.0
3638,1.581333333,86.0,160.0,74.0
3639,1.624,80.0,159.0,79.0
3640,1.517333333,76.0,156.0,80.0
3641,1.528,99.0,165.0,66.0
3642,1.517333333,77.0,170.0,93.0
3643,1.506666667,33.0,32.0,65.0
3644,1.485333333,5.0,44.0,49.0
3645,1.453333333,20.0,67.0,87.0
3646,1.378666667,37.0,71.0,108.0
3647,1.517333333,73.0,148.0,75.0
3648,1.464,13.0,130.0,143.0
3649,1.453333333,92.0,170.0,78.0
3650,1.549333333,53.0,63.0,116.0
3651,1.496,49.0,99.0,50.0
3652,1.570666667,87.0,100.0,13.0
3653,1.432,21.0,54.0,75.0
3654,1.389333333,51.0,86.0,35.0
3655,1.570666667,6.0,83.0,77.0
3656,1.570666667,41.0,98.0,139.0
3657,1.474666667,6.0,110.0,116.0
3658,1.442666667,5.0,111.0,106.0
3659,1.56,23.0,87.0,64.0
3660,1.517333333,6.0,88.0,82.0
3661,1.517333333,15.0,67.0,82.0
3662,1.496,30.0,115.0,85.0
3663,1.666666667,58.0,143.0,85.0
3664,1.496,111.0,200.0,89.0
3665,1.549333333,188.0,250.0,62.0
3666,1.474666667,65.0,132.0,67.0
3667,1.666666667,21.0,125.0,146.0
3668,1.592,99.0,198.0,99.0
3669,1.442666667,112.0,176.0,64.0
3670,1.453333333,56.0,151.0,95.0
3671,1.442666667,16.0,139.0,155.0
3672,1.464,32.0,187.0,155.0
3673,1.677333333,108.0,186.0,78.0
3674,1.453333333,12.0,156.0,144.0
3675,1.410666667,87.0,167.0,80.0
3676,1.570666667,61.0,34.0,95.0
3677,1.506666667,46.0,56.0,102.0
3678,1.570666667,38.0,87.0,125.0
3679,1.538666667,11.0,93.0,82.0
3680,1.602666667,27.0,97.0,124.0
3681,1.432,74.0,156.0,82.0
3682,1.496,85.0,148.0,63.0
3683,1.464,2.0,123.0,121.0
3684,1.485333333,112.0,135.0,23.0
3685,1.24,13.0,10.0,23.0
3686,1.506666667,66.0,15.0,81.0
3687,1.453333333,26.0,99.0,73.0
3688,1.538666667,37.0,65.0,102.0
3689,1.528,23.0,76.0,53.0
3690,1.464,22.0,87.0,65.0
3691,1.613333333,26.0,98.0,124.0
3692,1.592,32.0,143.0,175.0
3693,1.517333333,13.0,134.0,147.0
3694,1.538666667,23.0,133.0,156.0
3695,1.549333333,47.0,111.0,158.0
3696,1.528,25.0,126.0,101.0
3697,1.538666667,11.0,113.0,124.0
3698,1.421333333,15.0,132.0,117.0
3699,1.538666667,50.0,87.0,137.0
3700,1.506666667,57.0,26.0,83.0
3701,1.538666667,12.0,65.0,77.0
3702,1.485333333,13.0,77.0,90.0
3703,1.538666667,51.0,100.0,49.0
3704,1.453333333,110.0,165.0,55.0
3705,1.517333333,124.0,198.0,74.0
3706,1.56,131.0,163.0,32.0
3707,1.474666667,20.0,25.0,45.0
3708,1.453333333,31.0,60.0,91.0
3709,1.56,93.0,23.0,116.0
3710,1.410666667,14.0,108.0,94.0
3711,1.453333333,51.0,110.0,161.0
3712,1.581333333,24.0,200.0,176.0
3713,1.624,38.0,65.0,103.0
3714,1.336,82.0,44.0,126.0
3715,1.485333333,44.0,56.0,100.0
3716,1.624,108.0,187.0,79.0
3717,1.613333333,8.0,65.0,73.0
3718,1.549333333,91.0,37.0,128.0
3719,1.506666667,60.0,32.0,92.0
3720,1.378666667,20.0,64.0,44.0
3721,1.538666667,27.0,88.0,61.0
3722,1.432,2.0,98.0,96.0
3723,1.464,11.0,87.0,76.0
3724,1.421333333,22.0,24.0,46.0
3725,1.272,55.0,44.0,99.0
3726,1.485333333,2.0,132.0,134.0
3727,1.4,32.0,143.0,111.0
3728,1.528,45.0,143.0,98.0
3729,1.570666667,19.0,142.0,123.0
3730,1.485333333,40.0,144.0,104.0
3731,1.4,21.0,89.0,110.0
3732,1.581333333,47.0,98.0,51.0
3733,1.56,19.0,75.0,94.0
3734,1.464,10.0,109.0,99.0
3735,1.56,35.0,125.0,90.0
3736,1.517333333,46.0,118.0,72.0
3737,1.485333333,4.0,123.0,119.0
3738,1.410666667,75.0,136.0,61.0
3739,1.496,48.0,154.0,106.0
3740,1.506666667,13.0,99.0,86.0
3741,1.453333333,14.0,85.0,99.0
3742,1.56,6.0,76.0,70.0
3743,1.549333333,13.0,87.0,100.0
3744,1.624,14.0,99.0,85.0
3745,1.517333333,42.0,74.0,116.0
3746,1.496,13.0,87.0,100.0
3747,1.56,4.0,111.0,107.0
3748,1.517333333,42.0,123.0,81.0
3749,1.432,24.0,100.0,76.0
3750,1.464,13.0,54.0,67.0
3751,1.464,23.0,61.0,84.0
3752,1.464,39.0,71.0,110.0
3753,1.442666667,30.0,100.0,130.0
3754,1.570666667,18.0,166.0,148.0
3755,1.453333333,50.0,165.0,115.0
3756,1.496,67.0,154.0,87.0
3757,1.517333333,46.0,35.0,81.0
3758,1.613333333,26.0,47.0,21.0
3759,1.570666667,35.0,54.0,89.0
3760,1.474666667,31.0,66.0,97.0
3761,1.485333333,7.0,100.0,107.0
3762,1.453333333,16.0,100.0,116.0
3763,1.410666667,28.0,100.0,72.0
3764,1.528,9.0,100.0,109.0
3765,1.485333333,6.0,100.0,94.0
3766,1.464,18.0,100.0,118.0
3767,1.496,48.0,100.0,148.0
3768,1.410666667,25.0,100.0,125.0
3769,1.496,76.0,100.0,176.0
3770,1.528,62.0,100.0,162.0
3771,1.389333333,74.0,100.0,174.0
3772,1.517333333,53.0,200.0,147.0
3773,1.528,27.0,175.0,148.0
3774,1.474666667,18.0,100.0,82.0
3775,1.677333333,44.0,37.0,81.0
3776,1.581333333,35.0,67.0,102.0
3777,1.485333333,26.0,100.0,74.0
3778,1.485333333,26.0,86.0,60.0
3779,1.378666667,71.0,21.0,92.0
3780,1.506666667,42.0,56.0,98.0
3781,1.378666667,28.0,100.0,72.0
3782,1.346666667,23.0,100.0,123.0
3783,1.624,17.0,100.0,117.0
3784,1.453333333,21.0,100.0,79.0
3785,1.549333333,29.0,100.0,129.0
3786,1.517333333,55.0,100.0,45.0
3787,1.432,63.0,100.0,163.0
3788,1.432,27.0,100.0,127.0
3789,1.506666667,10.0,100.0,90.0
3790,1.549333333,16.0,100.0,84.0
3791,1.56,9.0,100.0,91.0
3792,1.592,3.0,100.0,103.0
3793,1.581333333,28.0,100.0,72.0
3794,1.581333333,10.0,100.0,110.0
3795,1.602666667,11.0,100.0,89.0
3796,1.581333333,42.0,100.0,58.0
3797,1.432,3.0,100.0,97.0
3798,1.421333333,19.0,100.0,81.0
3799,1.613333333,25.0,100.0,75.0
3800,4.962121212,17.0,100.0,117.0
3801,3.0,38.0,105.0,67.0
3802,2.96969697,4.0,79.0,75.0
3803,3.96969697,11.0,90.0,79.0
3804,2.96969697,41.0,59.0,100.0
3805,3.96969697,32.0,110.0,78.0
3806,3.96969697,2.0,98.0,100.0
3807,3.992424242,10.0,109.0,99.0
3808,3.977272727,47.0,88.0,41.0
3809,3.992424242,37.0,68.0,105.0
3810,3.037878788,0.0,100.0,100.0
3811,3.015151515,27.0,90.0,63.0
3812,3.007575758,18.0,98.0,116.0
3813,3.03030303,38.0,140.0,102.0
3814,3.022727273,42.0,65.0,107.0
3815,4.03030303,59.0,90.0,149.0
3816,2.962121212,81.0,180.0,99.0
3817,2.984848485,35.0,55.0,90.0
3818,3.015151515,3.0,100.0,97.0
3819,2.992424242,12.0,110.0,98.0
3820,2.96969697,14.0,130.0,116.0
3821,3.007575758,2.0,160.0,158.0
3822,3.007575758,71.0,190.0,119.0
3823,2.007575758,101.0,60.0,161.0
3824,3.962121212,14.0,100.0,114.0
3825,2.984848485,52.0,120.0,68.0
3826,3.984848485,24.0,90.0,114.0
3827,4.037878788,9.0,110.0,101.0
3828,3.977272727,2.0,100.0,102.0
3829,3.992424242,11.0,90.0,79.0
3830,3.992424242,19.0,130.0,111.0
3831,3.96969697,40.0,79.0,119.0
3832,2.992424242,6.0,130.0,124.0
3833,3.984848485,31.0,160.0,129.0
3834,2.984848485,12.0,110.0,122.0
3835,4.007575758,91.0,80.0,171.0
3836,2.946969697,48.0,180.0,132.0
3837,2.984848485,34.0,90.0,124.0
3838,2.992424242,21.0,100.0,121.0
3839,3.0,5.0,130.0,125.0
3840,3.0,58.0,80.0,138.0
3841,3.984848485,1.0,120.0,119.0
3842,2.977272727,26.0,70.0,96.0
3843,3.977272727,61.0,80.0,141.0
3844,3.992424242,36.0,130.0,94.0
3845,3.977272727,16.0,100.0,116.0
3846,4.015151515,52.0,70.0,122.0
3847,4.0,16.0,120.0,104.0
3848,3.037878788,2.0,110.0,108.0
3849,3.96969697,14.0,100.0,86.0
3850,4.022727273,22.0,100.0,122.0
3851,3.924242424,6.0,110.0,116.0
3852,4.022727273,11.0,150.0,139.0
3853,3.939393939,2.0,140.0,138.0
3854,3.03030303,141.0,130.0,-11.0
3855,3.0,20.0,50.0,70.0
3856,4.007575758,17.0,90.0,73.0
3857,3.977272727,24.0,70.0,46.0
3858,3.007575758,68.0,45.0,113.0
3859,4.022727273,25.0,120.0,95.0
3860,3.992424242,0.0,90.0,90.0
3861,4.0,39.0,100.0,139.0
3862,3.0,16.0,170.0,154.0
3863,3.893939394,24.0,120.0,144.0
3864,3.977272727,28.0,110.0,138.0
3865,2.984848485,92.0,190.0,98.0
3866,3.992424242,62.0,70.0,132.0
3867,3.045454545,58.0,110.0,168.0
3868,2.992424242,121.0,67.0,188.0
3869,2.96969697,65.0,230.0,165.0
3870,2.992424242,47.0,70.0,117.0
3871,3.992424242,10.0,120.0,130.0
3872,2.977272727,51.0,110.0,59.0
3873,3.954545455,5.0,70.0,65.0
3874,3.96969697,7.0,90.0,97.0
3875,3.954545455,71.0,120.0,49.0
3876,3.992424242,29.0,90.0,61.0
3877,4.03030303,41.0,90.0,131.0
3878,2.992424242,80.0,180.0,100.0
3879,3.96969697,13.0,70.0,83.0
3880,4.007575758,64.0,150.0,86.0
3881,3.96969697,60.0,110.0,50.0
3882,3.037878788,71.0,20.0,91.0
3883,4.068181818,46.0,110.0,64.0
3884,3.007575758,74.0,90.0,164.0
3885,3.022727273,143.0,180.0,37.0
3886,3.939393939,30.0,10.0,40.0
3887,4.0,50.0,30.0,80.0
3888,3.939393939,19.0,100.0,119.0
3889,3.992424242,45.0,90.0,45.0
3890,3.007575758,10.0,70.0,60.0
3891,3.022727273,53.0,70.0,123.0
3892,3.977272727,4.0,60.0,56.0
3893,4.007575758,70.0,40.0,110.0
3894,4.007575758,66.0,100.0,34.0
3895,4.022727273,86.0,10.0,96.0
3896,4.007575758,92.0,40.0,132.0
3897,3.977272727,33.0,120.0,87.0
3898,4.015151515,43.0,100.0,57.0
3899,3.015151515,1.0,120.0,119.0
3900,3.0,5.0,100.0,95.0
3901,2.992424242,18.0,120.0,138.0
3902,3.03030303,44.0,30.0,74.0
3903,2.96969697,79.0,40.0,119.0
3904,3.015151515,36.0,120.0,84.0
3905,3.045454545,17.0,80.0,63.0
3906,3.0,48.0,40.0,88.0
3907,2.984848485,27.0,30.0,57.0
3908,3.015151515,74.0,10.0,84.0
3909,3.977272727,3.0,130.0,133.0
3910,3.992424242,9.0,110.0,101.0
3911,2.015151515,68.0,90.0,22.0
3912,3.037878788,75.0,90.0,15.0
3913,4.007575758,26.0,45.0,71.0
3914,3.946969697,91.0,12.0,103.0
3915,3.946969697,59.0,100.0,159.0
3916,2.939393939,6.0,120.0,114.0
3917,3.106060606,88.0,12.0,100.0
3918,3.992424242,65.0,90.0,155.0
3919,3.0,97.0,59.0,156.0
3920,3.037878788,54.0,78.0,132.0
3921,2.03030303,49.0,90.0,139.0
3922,3.977272727,19.0,150.0,169.0
3923,3.015151515,1.0,140.0,139.0
3924,4.0,55.0,130.0,75.0
3925,2.946969697,69.0,12.0,81.0
3926,4.0,46.0,60.0,106.0
3927,3.015151515,35.0,80.0,115.0
3928,3.022727273,68.0,50.0,118.0
