,healthconf,healthPE,healthpred,healthseq
0,2.067901235,19.0,101.0,82.0
1,3.518518519,11.0,85.0,74.0
2,3.74691358,49.0,81.0,130.0
3,4.148148148,25.0,110.0,85.0
4,3.672839506,8.0,100.0,92.0
5,3.512345679,56.0,120.0,64.0
6,2.598765432,18.0,90.0,108.0
7,2.555555556,49.0,76.0,125.0
8,2.950617284,12.0,98.0,86.0
9,2.691358025,59.0,78.0,137.0
10,2.987654321,38.0,100.0,138.0
11,2.49382716,5.0,150.0,145.0
12,2.469135802,49.0,160.0,111.0
13,2.969135802,21.0,130.0,109.0
14,2.697530864,34.0,128.0,94.0
15,2.833333333,26.0,84.0,110.0
16,2.604938272,11.0,97.0,86.0
17,2.851851852,41.0,68.0,109.0
18,2.611111111,31.0,101.0,132.0
19,2.604938272,3.0,118.0,115.0
20,2.524691358,21.0,137.0,116.0
21,3.444444444,19.0,123.0,142.0
22,4.234567901,34.0,138.0,104.0
23,3.018518519,7.0,110.0,103.0
24,1.512345679,74.0,87.0,13.0
25,2.283950617,13.0,69.0,56.0
26,2.296296296,87.0,46.0,133.0
27,4.351851852,25.0,110.0,85.0
28,2.456790123,77.0,98.0,175.0
29,2.62962963,60.0,189.0,129.0
30,2.666666667,94.0,138.0,44.0
31,2.759259259,3.0,65.0,62.0
32,2.919753086,75.0,110.0,35.0
33,2.796296296,18.0,58.0,40.0
34,2.697530864,51.0,23.0,74.0
35,2.530864198,11.0,120.0,109.0
36,2.450617284,23.0,110.0,87.0
37,2.024691358,17.0,78.0,61.0
38,2.444444444,58.0,68.0,126.0
39,2.512345679,39.0,160.0,121.0
40,1.604938272,33.0,87.0,120.0
41,2.685185185,34.0,100.0,134.0
42,1.574074074,61.0,168.0,107.0
43,2.154320988,37.0,98.0,135.0
44,1.216049383,17.0,134.0,151.0
45,2.333333333,57.0,170.0,113.0
46,2.641975309,48.0,140.0,92.0
47,1.62962963,47.0,78.0,125.0
48,2.432098765,93.0,150.0,57.0
49,2.345679012,2.0,120.0,122.0
50,1.37037037,26.0,110.0,84.0
51,1.691358025,82.0,68.0,150.0
52,3.598765432,67.0,120.0,187.0
53,4.197530864,34.0,159.0,125.0
54,4.37654321,55.0,110.0,165.0
55,1.469135802,77.0,200.0,123.0
56,1.598765432,49.0,110.0,61.0
57,1.358024691,46.0,38.0,84.0
58,1.635802469,5.0,89.0,94.0
59,3.450617284,18.0,118.0,136.0
60,1.925925926,22.0,140.0,118.0
61,1.604938272,5.0,123.0,118.0
62,1.697530864,25.0,140.0,115.0
63,1.209876543,15.0,130.0,115.0
64,1.12962963,23.0,134.0,111.0
65,1.598765432,3.0,135.0,138.0
66,1.092592593,13.0,120.0,133.0
67,4.512345679,70.0,124.0,54.0
68,1.172839506,25.0,76.0,101.0
69,1.074074074,16.0,120.0,136.0
70,4.12962963,5.0,110.0,105.0
71,4.487654321,79.0,124.0,45.0
72,2.814814815,31.0,76.0,45.0
73,1.617283951,64.0,58.0,122.0
74,1.481481481,55.0,111.0,56.0
75,1.388888889,53.0,67.0,120.0
76,1.765432099,5.0,110.0,105.0
77,1.308641975,50.0,148.0,98.0
78,3.222222222,33.0,108.0,75.0
79,2.611111111,50.0,68.0,118.0
80,2.388888889,54.0,130.0,76.0
81,2.185185185,28.0,90.0,118.0
82,1.722222222,7.0,130.0,137.0
83,2.111111111,75.0,154.0,79.0
84,1.697530864,87.0,90.0,177.0
85,1.703703704,67.0,110.0,177.0
86,1.333333333,58.0,177.0,119.0
87,1.938271605,3.0,124.0,127.0
88,1.462962963,29.0,127.0,98.0
89,1.648148148,79.0,68.0,147.0
90,1.641975309,37.0,172.0,135.0
91,1.697530864,44.0,120.0,76.0
92,1.672839506,85.0,110.0,25.0
93,1.444444444,5.0,48.0,53.0
94,1.722222222,16.0,60.0,44.0
95,1.820987654,26.0,68.0,42.0
96,1.654320988,20.0,79.0,99.0
97,1.401234568,44.0,120.0,76.0
98,2.382716049,17.0,100.0,83.0
99,1.598765432,84.0,147.0,63.0
100,1.518518519,3.0,120.0,117.0
101,1.333333333,26.0,97.0,123.0
102,1.617283951,20.0,130.0,110.0
103,3.407407407,33.0,118.0,151.0
104,2.314814815,5.0,140.0,145.0
105,1.783950617,46.0,80.0,126.0
106,2.185185185,60.0,108.0,168.0
107,1.845679012,45.0,110.0,155.0
108,2.111111111,1.0,110.0,109.0
109,1.895061728,41.0,125.0,84.0
110,2.141975309,9.0,97.0,106.0
111,2.419753086,107.0,146.0,39.0
112,1.87654321,4.0,28.0,24.0
113,1.62962963,79.0,18.0,97.0
114,2.537037037,27.0,47.0,74.0
115,2.141975309,63.0,37.0,100.0
116,2.728395062,11.0,132.0,121.0
117,2.185185185,18.0,145.0,127.0
118,2.327160494,84.0,156.0,72.0
119,2.24691358,9.0,99.0,108.0
120,2.080246914,36.0,120.0,156.0
121,3.080246914,37.0,176.0,139.0
122,2.382716049,106.0,210.0,104.0
123,2.703703704,2.0,126.0,124.0
124,3.092592593,44.0,110.0,154.0
125,2.5,39.0,140.0,101.0
126,2.24691358,10.0,76.0,66.0
127,2.561728395,52.0,37.0,89.0
128,2.049382716,18.0,120.0,102.0
129,1.888888889,33.0,110.0,77.0
130,2.339506173,51.0,45.0,96.0
131,2.290123457,29.0,119.0,90.0
132,2.037037037,104.0,45.0,149.0
133,2.518518519,74.0,180.0,106.0
134,2.512345679,19.0,120.0,101.0
135,2.111111111,2.0,108.0,110.0
136,2.574074074,18.0,110.0,128.0
137,2.666666667,93.0,174.0,81.0
138,2.49382716,79.0,60.0,139.0
139,2.364197531,26.0,120.0,94.0
140,2.796296296,45.0,69.0,114.0
141,2.950617284,33.0,134.0,101.0
142,2.62962963,20.0,110.0,130.0
143,2.395061728,20.0,120.0,100.0
144,2.290123457,17.0,98.0,115.0
145,2.314814815,76.0,160.0,84.0
146,2.351851852,30.0,70.0,100.0
147,2.450617284,17.0,110.0,93.0
148,2.302469136,31.0,150.0,119.0
149,2.080246914,57.0,67.0,124.0
150,2.277777778,44.0,89.0,133.0
151,2.240740741,24.0,140.0,116.0
152,2.104938272,44.0,134.0,90.0
153,2.104938272,8.0,78.0,70.0
154,2.401234568,38.0,90.0,52.0
155,2.333333333,39.0,46.0,85.0
156,2.259259259,46.0,67.0,113.0
157,2.271604938,1.0,120.0,119.0
158,2.432098765,67.0,112.0,179.0
159,2.524691358,86.0,197.0,111.0
160,2.777777778,17.0,120.0,103.0
161,2.37654321,25.0,68.0,93.0
162,2.635802469,47.0,37.0,84.0
163,2.154320988,30.0,98.0,128.0
164,2.654320988,54.0,145.0,91.0
165,2.604938272,6.0,100.0,106.0
166,2.604938272,47.0,129.0,82.0
167,2.555555556,15.0,67.0,52.0
168,2.555555556,46.0,29.0,75.0
169,2.518518519,86.0,110.0,24.0
170,2.635802469,20.0,18.0,38.0
171,2.586419753,1.0,27.0,26.0
172,2.833333333,8.0,45.0,53.0
173,2.580246914,13.0,65.0,52.0
174,2.611111111,61.0,57.0,118.0
175,2.537037037,0.0,119.0,119.0
176,2.75308642,22.0,120.0,98.0
177,2.314814815,27.0,99.0,126.0
178,2.308641975,7.0,147.0,140.0
179,2.296296296,2.0,110.0,108.0
180,2.333333333,32.0,134.0,102.0
181,2.530864198,50.0,78.0,128.0
182,2.765432099,120.0,197.0,77.0
183,2.283950617,3.0,80.0,83.0
184,2.543209877,3.0,124.0,121.0
185,2.956790123,48.0,119.0,71.0
186,2.462962963,118.0,37.0,155.0
187,1.62345679,161.0,198.0,37.0
188,1.950617284,28.0,45.0,73.0
189,2.296296296,43.0,67.0,110.0
190,2.438271605,7.0,123.0,116.0
191,2.104938272,10.0,99.0,109.0
192,2.413580247,48.0,145.0,97.0
193,2.537037037,19.0,109.0,128.0
194,1.87037037,39.0,129.0,90.0
195,2.25308642,64.0,47.0,111.0
196,2.320987654,18.0,160.0,142.0
197,2.098765432,32.0,135.0,103.0
198,1.975308642,9.0,110.0,119.0
199,2.37654321,2.0,123.0,125.0
200,4.979166667,24.0,100.0,124.0
201,4.961805556,11.0,120.0,109.0
202,4.006944444,34.0,110.0,76.0
203,3.980902778,52.0,90.0,38.0
204,2.991319444,42.0,40.0,82.0
205,3.0,46.0,90.0,44.0
206,3.026041667,7.0,60.0,53.0
207,3.0,17.0,50.0,33.0
208,3.026041667,37.0,45.0,82.0
209,3.008680556,42.0,70.0,112.0
210,2.982638889,8.0,100.0,92.0
211,2.991319444,6.0,100.0,94.0
212,2.982638889,17.0,95.0,112.0
213,2.991319444,48.0,100.0,148.0
214,3.026041667,21.0,130.0,109.0
215,3.017361111,32.0,120.0,88.0
216,3.017361111,8.0,100.0,108.0
217,3.017361111,17.0,120.0,103.0
218,2.973958333,18.0,90.0,108.0
219,2.991319444,6.0,110.0,116.0
220,3.026041667,30.0,120.0,150.0
221,2.982638889,22.0,135.0,157.0
222,2.982638889,40.0,140.0,100.0
223,2.991319444,15.0,100.0,85.0
224,3.0,72.0,90.0,162.0
225,3.026041667,44.0,110.0,154.0
226,3.017361111,15.0,140.0,155.0
227,2.982638889,78.0,130.0,52.0
228,2.991319444,50.0,80.0,130.0
229,2.991319444,59.0,100.0,41.0
230,3.0,49.0,55.0,6.0
231,3.0,29.0,30.0,59.0
232,3.008680556,34.0,50.0,84.0
233,2.982638889,22.0,100.0,78.0
234,2.982638889,6.0,90.0,84.0
235,2.982638889,27.0,80.0,53.0
236,2.982638889,11.0,60.0,49.0
237,2.982638889,3.0,70.0,67.0
238,2.982638889,41.0,100.0,141.0
239,2.982638889,3.0,130.0,127.0
240,2.982638889,20.0,120.0,100.0
241,2.982638889,20.0,100.0,120.0
242,2.982638889,32.0,110.0,142.0
243,2.982638889,10.0,125.0,115.0
244,2.982638889,50.0,100.0,50.0
245,2.982638889,5.0,70.0,75.0
246,2.982638889,9.0,100.0,109.0
247,2.982638889,26.0,120.0,94.0
248,2.982638889,5.0,100.0,95.0
249,2.982638889,45.0,90.0,45.0
250,2.982638889,24.0,80.0,104.0
251,2.982638889,32.0,100.0,132.0
252,2.982638889,17.0,120.0,103.0
253,2.982638889,36.0,100.0,136.0
254,2.982638889,52.0,120.0,68.0
255,2.982638889,23.0,89.0,112.0
256,2.982638889,3.0,105.0,108.0
257,2.982638889,43.0,100.0,143.0
258,2.982638889,38.0,135.0,97.0
259,2.982638889,42.0,110.0,152.0
260,2.982638889,38.0,145.0,107.0
261,2.982638889,7.0,95.0,88.0
262,3.0,88.0,74.0,162.0
263,3.0,61.0,150.0,89.0
264,2.973958333,5.0,100.0,95.0
265,2.973958333,3.0,80.0,77.0
266,2.973958333,25.0,100.0,125.0
267,3.0,26.0,110.0,84.0
268,3.0,34.0,90.0,56.0
269,3.0,24.0,70.0,46.0
270,3.0,27.0,100.0,73.0
271,3.0,7.0,90.0,97.0
272,3.0,5.0,110.0,105.0
273,3.0,0.0,100.0,100.0
274,3.0,9.0,90.0,99.0
275,3.0,76.0,80.0,4.0
276,3.0,35.0,50.0,85.0
277,3.0,5.0,100.0,95.0
278,3.0,60.0,120.0,60.0
279,3.0,26.0,70.0,44.0
280,3.0,29.0,55.0,84.0
281,3.0,26.0,70.0,96.0
282,3.0,1.0,100.0,99.0
283,3.0,7.0,110.0,103.0
284,3.0,57.0,130.0,73.0
285,3.0,23.0,95.0,72.0
286,3.0,16.0,90.0,106.0
287,3.0,13.0,100.0,87.0
288,3.0,36.0,110.0,146.0
289,3.0,30.0,100.0,130.0
290,3.0,126.0,120.0,-6.0
291,3.0,114.0,25.0,139.0
292,3.0,5.0,140.0,145.0
293,3.0,59.0,120.0,61.0
294,3.0,63.0,89.0,26.0
295,3.0,62.0,50.0,112.0
296,3.0,28.0,100.0,72.0
297,3.0,4.0,90.0,94.0
298,3.0,20.0,85.0,105.0
299,3.0,28.0,50.0,78.0
300,3.0,97.0,120.0,23.0
301,3.0,71.0,80.0,9.0
302,3.0,16.0,50.0,66.0
303,3.0,15.0,80.0,95.0
304,3.0,49.0,105.0,56.0
305,3.0,101.0,70.0,171.0
306,3.0,13.0,130.0,143.0
307,3.0,57.0,100.0,157.0
308,3.0,41.0,135.0,94.0
309,3.0,25.0,100.0,75.0
310,3.0,10.0,50.0,60.0
311,3.0,37.0,80.0,43.0
312,3.0,31.0,60.0,91.0
313,3.0,62.0,100.0,38.0
314,3.0,9.0,70.0,79.0
315,3.0,69.0,100.0,31.0
316,3.0,45.0,40.0,85.0
317,3.0,1.0,100.0,99.0
318,3.0,4.0,120.0,116.0
319,3.0,84.0,145.0,61.0
320,3.0,39.0,89.0,128.0
321,3.0,36.0,100.0,136.0
322,3.0,113.0,20.0,133.0
323,3.0,73.0,70.0,143.0
324,3.0,26.0,100.0,126.0
325,3.0,28.0,126.0,98.0
326,3.0,51.0,110.0,161.0
327,3.0,35.0,140.0,105.0
328,3.0,20.0,100.0,120.0
329,3.0,19.0,140.0,121.0
330,3.0,56.0,100.0,156.0
331,3.0,33.0,90.0,123.0
332,3.0,18.0,100.0,118.0
333,3.0,63.0,80.0,143.0
334,3.0,25.0,120.0,145.0
335,3.0,21.0,100.0,121.0
336,3.0,30.0,100.0,130.0
337,3.0,58.0,110.0,168.0
338,3.0,26.0,120.0,146.0
339,3.0,17.0,150.0,133.0
340,3.0,10.0,110.0,100.0
341,3.0,15.0,120.0,105.0
342,3.0,30.0,90.0,120.0
343,3.0,27.0,139.0,112.0
344,3.0,53.0,120.0,67.0
345,3.0,6.0,85.0,91.0
346,3.0,19.0,110.0,91.0
347,3.0,22.0,120.0,98.0
348,3.0,9.0,110.0,101.0
349,3.0,46.0,139.0,93.0
350,3.0,2.0,120.0,118.0
351,3.0,5.0,100.0,105.0
352,3.0,5.0,90.0,95.0
353,3.0,41.0,130.0,89.0
354,3.0,28.0,79.0,107.0
355,3.0,82.0,120.0,38.0
356,3.0,53.0,50.0,103.0
357,3.0,12.0,100.0,112.0
358,3.0,7.0,130.0,123.0
359,3.0,20.0,100.0,120.0
360,3.0,34.0,110.0,144.0
361,3.0,17.0,120.0,103.0
362,3.0,9.0,100.0,91.0
363,3.0,3.0,120.0,123.0
364,3.0,73.0,85.0,158.0
365,3.0,15.0,140.0,125.0
366,3.0,7.0,120.0,113.0
367,3.0,5.0,100.0,105.0
368,3.0,3.0,120.0,117.0
369,2.982638889,19.0,100.0,81.0
370,2.982638889,73.0,90.0,163.0
371,2.982638889,87.0,50.0,137.0
372,2.982638889,31.0,120.0,151.0
373,2.982638889,39.0,130.0,169.0
374,2.982638889,72.0,120.0,192.0
375,2.982638889,3.0,155.0,152.0
376,2.982638889,14.0,130.0,144.0
377,2.982638889,40.0,100.0,140.0
378,2.982638889,41.0,120.0,161.0
379,2.982638889,31.0,150.0,119.0
380,2.982638889,14.0,100.0,86.0
381,2.982638889,6.0,100.0,94.0
382,2.982638889,53.0,100.0,47.0
383,2.982638889,8.0,66.0,74.0
384,2.982638889,17.0,80.0,97.0
385,2.982638889,5.0,110.0,105.0
386,2.982638889,62.0,140.0,78.0
387,2.982638889,0.0,100.0,100.0
388,2.982638889,8.0,120.0,112.0
389,2.982638889,8.0,130.0,138.0
390,2.982638889,64.0,150.0,86.0
391,2.982638889,38.0,98.0,136.0
392,2.982638889,74.0,120.0,194.0
393,2.982638889,2.0,150.0,148.0
394,2.982638889,30.0,120.0,150.0
395,2.982638889,19.0,130.0,149.0
396,2.982638889,19.0,155.0,136.0
397,2.982638889,11.0,120.0,109.0
398,2.982638889,60.0,100.0,160.0
399,2.982638889,28.0,140.0,112.0
400,3.055555556,6.0,112.0,118.0
401,4.913580247,6.0,120.0,126.0
402,3.765432099,75.0,145.0,70.0
403,3.796296296,15.0,100.0,115.0
404,4.043209877,10.0,118.0,108.0
405,2.734567901,41.0,95.0,136.0
406,4.067901235,33.0,125.0,92.0
407,4.191358025,45.0,120.0,75.0
408,4.808641975,2.0,112.0,114.0
409,4.271604938,53.0,116.0,63.0
410,2.679012346,20.0,82.0,62.0
411,3.240740741,30.0,85.0,55.0
412,1.401234568,49.0,40.0,89.0
413,1.981481481,51.0,40.0,91.0
414,4.450617284,14.0,120.0,106.0
415,3.987654321,52.0,142.0,90.0
416,2.160493827,19.0,95.0,114.0
417,4.092592593,41.0,132.0,91.0
418,2.240740741,42.0,110.0,68.0
419,2.5,30.0,55.0,85.0
420,2.209876543,9.0,75.0,84.0
421,2.265432099,38.0,96.0,58.0
422,1.962962963,64.0,32.0,96.0
423,2.290123457,3.0,100.0,97.0
424,3.864197531,75.0,112.0,187.0
425,3.827160494,21.0,165.0,144.0
426,3.790123457,93.0,160.0,67.0
427,1.666666667,5.0,120.0,115.0
428,3.790123457,107.0,132.0,25.0
429,2.425925926,21.0,50.0,71.0
430,3.339506173,73.0,83.0,156.0
431,3.111111111,18.0,120.0,138.0
432,2.950617284,17.0,182.0,165.0
433,1.882716049,40.0,120.0,160.0
434,2.432098765,6.0,132.0,126.0
435,3.635802469,39.0,130.0,91.0
436,2.345679012,28.0,85.0,113.0
437,1.938271605,6.0,145.0,139.0
438,1.75308642,26.0,100.0,74.0
439,1.666666667,8.0,87.0,79.0
440,2.685185185,80.0,160.0,80.0
441,1.654320988,84.0,150.0,66.0
442,2.0,58.0,151.0,93.0
443,1.672839506,65.0,130.0,65.0
444,1.5,19.0,30.0,49.0
445,1.771604938,57.0,30.0,87.0
446,1.882716049,12.0,120.0,108.0
447,2.845679012,70.0,145.0,75.0
448,1.481481481,93.0,50.0,143.0
449,2.962962963,104.0,182.0,78.0
450,1.87037037,44.0,160.0,116.0
451,3.092592593,70.0,120.0,50.0
452,1.969135802,32.0,45.0,13.0
453,1.864197531,55.0,20.0,75.0
454,3.030864198,50.0,85.0,35.0
455,2.240740741,17.0,60.0,77.0
456,2.617283951,57.0,82.0,139.0
457,2.12962963,4.0,120.0,116.0
458,2.271604938,26.0,132.0,106.0
459,2.104938272,31.0,95.0,64.0
460,1.919753086,72.0,10.0,82.0
461,3.75308642,18.0,100.0,82.0
462,2.345679012,35.0,120.0,85.0
463,4.265432099,27.0,112.0,85.0
464,2.481481481,61.0,150.0,89.0
465,2.518518519,18.0,80.0,62.0
466,2.111111111,22.0,45.0,67.0
467,2.827160494,51.0,95.0,146.0
468,3.975308642,81.0,180.0,99.0
469,2.487654321,1.0,65.0,64.0
470,2.216049383,45.0,50.0,95.0
471,2.518518519,35.0,120.0,155.0
472,3.802469136,10.0,145.0,155.0
473,3.111111111,71.0,149.0,78.0
474,2.574074074,64.0,80.0,144.0
475,3.864197531,70.0,150.0,80.0
476,2.462962963,25.0,120.0,95.0
477,2.320987654,8.0,110.0,102.0
478,3.320987654,7.0,118.0,125.0
479,3.777777778,50.0,132.0,82.0
480,2.660493827,74.0,50.0,124.0
481,2.660493827,18.0,100.0,82.0
482,3.987654321,47.0,110.0,63.0
483,3.395061728,21.0,100.0,121.0
484,3.74691358,102.0,125.0,23.0
485,2.827160494,37.0,60.0,23.0
486,3.098765432,4.0,85.0,81.0
487,3.75308642,72.0,145.0,73.0
488,4.135802469,48.0,150.0,102.0
489,4.067901235,67.0,120.0,53.0
490,3.308641975,15.0,80.0,65.0
491,3.765432099,24.0,100.0,124.0
492,4.672839506,25.0,150.0,175.0
493,4.240740741,53.0,200.0,147.0
494,3.716049383,21.0,135.0,156.0
495,3.635802469,13.0,145.0,158.0
496,4.827160494,59.0,160.0,101.0
497,2.475308642,74.0,50.0,124.0
498,3.814814815,33.0,150.0,117.0
499,3.5,12.0,125.0,137.0
500,4.074074074,3.0,80.0,83.0
501,3.648148148,18.0,95.0,77.0
502,4.135802469,10.0,100.0,90.0
503,4.061728395,71.0,120.0,49.0
504,2.567901235,32.0,23.0,55.0
505,1.981481481,44.0,30.0,74.0
506,3.802469136,80.0,112.0,32.0
507,3.475308642,25.0,70.0,45.0
508,2.679012346,21.0,70.0,91.0
509,3.358024691,6.0,110.0,116.0
510,3.074074074,31.0,125.0,94.0
511,3.222222222,29.0,132.0,161.0
512,4.382716049,4.0,180.0,176.0
513,3.635802469,38.0,65.0,103.0
514,3.283950617,76.0,50.0,126.0
515,3.061728395,28.0,128.0,100.0
516,3.024691358,1.0,80.0,79.0
517,3.302469136,22.0,95.0,73.0
518,3.518518519,98.0,30.0,128.0
519,3.728395062,58.0,150.0,92.0
520,2.981481481,56.0,100.0,44.0
521,2.166666667,31.0,30.0,61.0
522,3.395061728,16.0,80.0,96.0
523,3.734567901,34.0,110.0,76.0
524,1.981481481,74.0,120.0,46.0
525,1.598765432,101.0,200.0,99.0
526,3.401234568,24.0,110.0,134.0
527,4.098765432,24.0,135.0,111.0
528,2.981481481,2.0,100.0,98.0
529,3.62962963,50.0,73.0,123.0
530,2.135802469,26.0,130.0,104.0
531,3.549382716,0.0,110.0,110.0
532,4.049382716,67.0,118.0,51.0
533,1.481481481,64.0,30.0,94.0
534,1.962962963,51.0,150.0,99.0
535,1.62962963,30.0,120.0,90.0
536,3.469135802,28.0,100.0,72.0
537,2.672839506,69.0,50.0,119.0
538,3.419753086,19.0,80.0,61.0
539,3.913580247,31.0,75.0,106.0
540,4.290123457,26.0,112.0,86.0
541,2.956790123,21.0,120.0,99.0
542,3.228395062,50.0,120.0,70.0
543,1.938271605,45.0,55.0,100.0
544,1.518518519,15.0,100.0,85.0
545,1.216049383,16.0,100.0,116.0
546,3.975308642,20.0,120.0,100.0
547,2.209876543,12.0,95.0,107.0
548,3.771604938,34.0,115.0,81.0
549,3.172839506,24.0,100.0,76.0
550,2.598765432,33.0,100.0,67.0
551,3.438271605,1.0,85.0,84.0
552,2.827160494,23.0,87.0,110.0
553,2.296296296,5.0,135.0,130.0
554,3.617283951,17.0,165.0,148.0
555,4.469135802,45.0,160.0,115.0
556,4.012345679,13.0,100.0,87.0
557,3.679012346,16.0,65.0,81.0
558,3.820987654,29.0,50.0,21.0
559,3.845679012,84.0,5.0,89.0
560,4.234567901,3.0,100.0,97.0
561,2.783950617,13.0,120.0,107.0
562,2.401234568,16.0,100.0,116.0
563,3.117283951,28.0,100.0,72.0
564,2.222222222,49.0,60.0,109.0
565,3.919753086,24.0,118.0,94.0
566,2.697530864,18.0,100.0,118.0
567,3.567901235,28.0,120.0,148.0
568,4.37654321,5.0,130.0,125.0
569,4.160493827,41.0,135.0,176.0
570,4.061728395,2.0,160.0,162.0
571,4.271604938,1.0,175.0,174.0
572,3.87654321,67.0,80.0,147.0
573,4.080246914,28.0,120.0,148.0
574,4.080246914,50.0,132.0,82.0
575,3.944444444,54.0,135.0,81.0
576,4.240740741,7.0,95.0,102.0
577,4.697530864,38.0,112.0,74.0
578,4.481481481,2.0,62.0,60.0
579,4.228395062,44.0,48.0,92.0
580,3.672839506,18.0,80.0,98.0
581,3.777777778,28.0,100.0,72.0
582,3.87654321,58.0,65.0,123.0
583,1.191358025,3.0,120.0,117.0
584,2.839506173,66.0,145.0,79.0
585,1.709876543,16.0,145.0,129.0
586,1.537037037,55.0,100.0,45.0
587,1.598765432,83.0,80.0,163.0
588,1.777777778,53.0,180.0,127.0
589,2.388888889,45.0,135.0,90.0
590,1.641975309,36.0,120.0,84.0
591,1.796296296,26.0,65.0,91.0
592,1.364197531,18.0,85.0,103.0
593,3.99382716,40.0,112.0,72.0
594,3.030864198,10.0,100.0,110.0
595,2.203703704,31.0,120.0,89.0
596,3.358024691,42.0,100.0,58.0
597,1.75308642,67.0,30.0,97.0
598,3.654320988,31.0,112.0,81.0
599,1.888888889,25.0,100.0,75.0
600,1.056640625,5.0,105.0,110.0
601,3.043945313,12.0,105.0,93.0
602,2.130859375,48.0,105.0,57.0
603,3.096028646,9.0,100.0,91.0
604,3.076497396,14.0,100.0,86.0
605,3.009765625,13.0,100.0,87.0
606,2.129231771,67.0,100.0,33.0
607,4.020507813,28.0,70.0,42.0
608,2.127604167,21.0,70.0,91.0
609,1.149414063,36.0,110.0,146.0
610,2.067382813,31.0,120.0,89.0
611,1.141276042,73.0,60.0,133.0
612,1.077799479,9.0,160.0,151.0
613,3.078125,30.0,110.0,140.0
614,3.050455729,16.0,110.0,94.0
615,2.08203125,20.0,85.0,105.0
616,1.942057292,12.0,85.0,97.0
617,2.04296875,37.0,85.0,122.0
618,1.037109375,98.0,140.0,42.0
619,3.086263021,8.0,105.0,97.0
620,3.048828125,20.0,125.0,145.0
621,3.076497396,71.0,170.0,99.0
622,4.105143229,13.0,85.0,98.0
623,2.077148438,26.0,120.0,94.0
624,2.093424479,52.0,120.0,68.0
625,1.113606771,53.0,120.0,67.0
626,1.043619792,18.0,120.0,102.0
627,1.972981771,19.0,120.0,101.0
628,2.166666667,12.0,120.0,132.0
629,3.081380208,2.0,150.0,152.0
630,1.904622396,15.0,160.0,145.0
631,3.079752604,19.0,110.0,129.0
632,4.131184896,2.0,110.0,112.0
633,4.114908854,2.0,100.0,102.0
634,2.933268229,26.0,90.0,116.0
635,4.017252604,89.0,90.0,179.0
636,4.017252604,29.0,140.0,169.0
637,4.018880208,43.0,140.0,183.0
638,4.087239583,13.0,140.0,153.0
639,4.043294271,7.0,130.0,137.0
640,3.017903646,11.0,110.0,99.0
641,3.053710938,28.0,110.0,82.0
642,3.952148438,2.0,110.0,112.0
643,4.127929688,30.0,130.0,100.0
644,2.860026042,27.0,110.0,83.0
645,2.039713542,7.0,110.0,117.0
646,1.136393229,95.0,100.0,195.0
647,3.102539063,42.0,210.0,168.0
648,3.110677083,38.0,150.0,188.0
649,2.104817708,2.0,150.0,148.0
650,2.127604167,31.0,130.0,161.0
651,3.029296875,60.0,130.0,70.0
652,3.960286458,45.0,90.0,135.0
653,2.926757813,54.0,160.0,106.0
654,2.116210938,117.0,160.0,43.0
655,4.108398438,54.0,120.0,66.0
656,3.042317708,9.0,120.0,129.0
657,3.027669271,51.0,160.0,109.0
658,4.015625,75.0,160.0,85.0
659,1.185221354,50.0,120.0,70.0
660,2.174804688,31.0,120.0,89.0
661,3.050455729,38.0,120.0,82.0
662,4.036783854,39.0,120.0,81.0
663,4.033528646,25.0,120.0,95.0
664,3.935872396,19.0,120.0,139.0
665,4.1328125,79.0,170.0,91.0
666,1.177083333,4.0,70.0,66.0
667,1.071289063,17.0,45.0,62.0
668,1.032226563,41.0,45.0,86.0
669,2.033203125,30.0,100.0,70.0
670,1.157552083,15.0,100.0,85.0
671,3.112304688,27.0,100.0,73.0
672,3.109049479,21.0,120.0,99.0
673,3.074869792,86.0,120.0,34.0
674,3.084635417,42.0,100.0,58.0
675,2.010416667,67.0,100.0,33.0
676,3.961914063,25.0,50.0,75.0
677,3.006510417,7.0,100.0,107.0
678,3.107421875,85.0,150.0,65.0
679,1.149414063,7.0,100.0,93.0
680,2.986979167,96.0,105.0,9.0
681,1.22265625,96.0,120.0,24.0
682,1.186848958,58.0,70.0,12.0
683,1.185221354,12.0,50.0,62.0
684,2.0625,18.0,70.0,52.0
685,1.151041667,71.0,80.0,9.0
686,3.952148438,23.0,15.0,38.0
687,2.970703125,6.0,60.0,54.0
688,2.044596354,1.0,80.0,79.0
689,3.040690104,74.0,50.0,124.0
690,1.186848958,115.0,170.0,55.0
691,1.155924479,45.0,15.0,60.0
692,1.133138021,88.0,15.0,103.0
693,1.139648438,2.0,120.0,118.0
694,1.185221354,7.0,150.0,143.0
695,1.090820313,23.0,170.0,147.0
696,1.131510417,52.0,170.0,118.0
697,1.116861979,58.0,90.0,148.0
698,2.067382813,23.0,120.0,143.0
699,2.095052083,2.0,120.0,122.0
700,1.025716146,25.0,105.0,80.0
701,1.076171875,41.0,50.0,91.0
702,3.157877604,41.0,100.0,141.0
703,1.043619792,82.0,160.0,78.0
704,1.074544271,42.0,100.0,142.0
705,3.035807292,85.0,160.0,75.0
706,1.113606771,62.0,110.0,48.0
707,1.159179688,42.0,20.0,62.0
708,1.087565104,48.0,50.0,98.0
709,1.128255208,18.0,120.0,102.0
